Drug1,Drug2,cell,drug1_db,drug2_db,synergy,fold
METFORMIN,DINACICLIB,NCIH1650,DB00331,DB12021,23.1239875372,4
METFORMIN,DINACICLIB,NCIH2122,DB00331,DB12021,4.6033972267,4
METFORMIN,DINACICLIB,NCIH23,DB00331,DB12021,14.0506991484,4
METFORMIN,DINACICLIB,NCIH460,DB00331,DB12021,-1.639304296,4
METFORMIN,DINACICLIB,NCIH520,DB00331,DB12021,-4.55364859,4
METFORMIN,DINACICLIB,OV90,DB00331,DB12021,-14.5176375668,4
METFORMIN,DINACICLIB,RKO,DB00331,DB12021,6.163368833200001,4
METFORMIN,DINACICLIB,RPMI7951,DB00331,DB12021,5.3651550274,4
METFORMIN,DINACICLIB,SKMEL30,DB00331,DB12021,5.2694527296,4
METFORMIN,DINACICLIB,SKMES1,DB00331,DB12021,4.2999591433,4
METFORMIN,DINACICLIB,SKOV3,DB00331,DB12021,1.9798733231,4
METFORMIN,DINACICLIB,SW620,DB00331,DB12021,2.4463724666,4
METFORMIN,DINACICLIB,SW837,DB00331,DB12021,-6.679906175599999,4
METFORMIN,DINACICLIB,T47D,DB00331,DB12021,-6.443326753200001,4
METFORMIN,DINACICLIB,UACC62,DB00331,DB12021,-12.5745414299,4
METFORMIN,DINACICLIB,VCAP,DB00331,DB12021,2.4641633828,4
METFORMIN,DINACICLIB,ZR751,DB00331,DB12021,-16.4555912151,4
METFORMIN,ERLOTINIB,A2058,DB00331,DB00530,4.9388424973000005,0
METFORMIN,ERLOTINIB,A2780,DB00331,DB00530,0.6979008306000001,0
METFORMIN,ERLOTINIB,A375,DB00331,DB00530,1.0174971376000002,0
METFORMIN,ERLOTINIB,CAOV3,DB00331,DB00530,-11.1038795779,0
METFORMIN,ERLOTINIB,DLD1,DB00331,DB00530,7.6095571044,0
METFORMIN,ERLOTINIB,ES2,DB00331,DB00530,-7.6110443722,0
METFORMIN,ERLOTINIB,HCT116,DB00331,DB00530,-1.2547561256,0
METFORMIN,ERLOTINIB,HT144,DB00331,DB00530,-3.4728603705000003,0
METFORMIN,ERLOTINIB,HT29,DB00331,DB00530,-2.7678774298000004,0
METFORMIN,ERLOTINIB,KPL1,DB00331,DB00530,8.956602075900001,0
METFORMIN,ERLOTINIB,LOVO,DB00331,DB00530,2.9179683866,0
METFORMIN,ERLOTINIB,MDAMB436,DB00331,DB00530,4.7217668322,0
METFORMIN,ERLOTINIB,NCIH1650,DB00331,DB00530,-12.140554991199998,0
METFORMIN,ERLOTINIB,NCIH2122,DB00331,DB00530,1.3676740616999998,0
METFORMIN,ERLOTINIB,NCIH23,DB00331,DB00530,-10.739940384,0
METFORMIN,ERLOTINIB,NCIH460,DB00331,DB00530,-4.3985771009,0
METFORMIN,ERLOTINIB,NCIH520,DB00331,DB00530,-5.7962784888,0
METFORMIN,ERLOTINIB,OV90,DB00331,DB00530,-9.9426212586,0
METFORMIN,ERLOTINIB,RKO,DB00331,DB00530,-12.1613901279,0
METFORMIN,ERLOTINIB,RPMI7951,DB00331,DB00530,0.3126629778,0
METFORMIN,ERLOTINIB,SKMEL30,DB00331,DB00530,-6.196866448,0
METFORMIN,ERLOTINIB,SKMES1,DB00331,DB00530,5.509103777999999,0
METFORMIN,ERLOTINIB,SKOV3,DB00331,DB00530,2.5466599004,0
METFORMIN,ERLOTINIB,SW620,DB00331,DB00530,-7.5550640795,0
METFORMIN,ERLOTINIB,SW837,DB00331,DB00530,13.8755381951,0
METFORMIN,ERLOTINIB,T47D,DB00331,DB00530,22.8749724382,0
METFORMIN,ERLOTINIB,UACC62,DB00331,DB00530,10.3344461861,0
METFORMIN,ERLOTINIB,VCAP,DB00331,DB00530,1.9269789443,0
METFORMIN,ERLOTINIB,ZR751,DB00331,DB00530,11.2021046627,0
METFORMIN,GELDANAMYCIN,A2058,DB00331,DB02424,3.1267915116000005,3
METFORMIN,GELDANAMYCIN,A2780,DB00331,DB02424,-11.4848615309,3
METFORMIN,GELDANAMYCIN,A375,DB00331,DB02424,-3.0024096802,3
METFORMIN,GELDANAMYCIN,CAOV3,DB00331,DB02424,-13.8993051121,3
METFORMIN,GELDANAMYCIN,DLD1,DB00331,DB02424,0.4428273164,3
METFORMIN,GELDANAMYCIN,ES2,DB00331,DB02424,-14.9192249832,3
METFORMIN,GELDANAMYCIN,HCT116,DB00331,DB02424,-0.5667342677,3
METFORMIN,GELDANAMYCIN,HT144,DB00331,DB02424,-13.9398925129,3
METFORMIN,GELDANAMYCIN,HT29,DB00331,DB02424,-10.5519473565,3
METFORMIN,GELDANAMYCIN,KPL1,DB00331,DB02424,-12.1235858876,3
METFORMIN,GELDANAMYCIN,LOVO,DB00331,DB02424,-14.0129559383,3
METFORMIN,GELDANAMYCIN,MDAMB436,DB00331,DB02424,1.7188938609,3
METFORMIN,GELDANAMYCIN,NCIH1650,DB00331,DB02424,-8.8764187637,3
METFORMIN,GELDANAMYCIN,NCIH2122,DB00331,DB02424,-11.343940948499998,3
METFORMIN,GELDANAMYCIN,NCIH23,DB00331,DB02424,-14.9430484286,3
METFORMIN,GELDANAMYCIN,NCIH460,DB00331,DB02424,-5.1247190718,3
METFORMIN,GELDANAMYCIN,NCIH520,DB00331,DB02424,-4.3564568277,3
METFORMIN,GELDANAMYCIN,OV90,DB00331,DB02424,-16.800504161,3
METFORMIN,GELDANAMYCIN,RKO,DB00331,DB02424,-10.9222415117,3
METFORMIN,GELDANAMYCIN,RPMI7951,DB00331,DB02424,-18.3354480314,3
METFORMIN,GELDANAMYCIN,SKMEL30,DB00331,DB02424,-4.3249101067,3
METFORMIN,GELDANAMYCIN,SKMES1,DB00331,DB02424,8.0138309402,3
METFORMIN,GELDANAMYCIN,SKOV3,DB00331,DB02424,-15.0658814354,3
METFORMIN,GELDANAMYCIN,SW620,DB00331,DB02424,-12.7384854683,3
METFORMIN,GELDANAMYCIN,SW837,DB00331,DB02424,-13.0086584356,3
METFORMIN,GELDANAMYCIN,T47D,DB00331,DB02424,-8.033921486599999,3
METFORMIN,GELDANAMYCIN,UACC62,DB00331,DB02424,-12.0932395436,3
METFORMIN,GELDANAMYCIN,VCAP,DB00331,DB02424,-15.4044438406,3
METFORMIN,GELDANAMYCIN,ZR751,DB00331,DB02424,-19.4275063548,3
METFORMIN,L778123,A2058,DB00331,DB07227,8.3082311475,0
METFORMIN,L778123,A2780,DB00331,DB07227,4.4586331939,0
METFORMIN,L778123,A375,DB00331,DB07227,8.8952903612,0
METFORMIN,L778123,CAOV3,DB00331,DB07227,12.7614413623,0
METFORMIN,L778123,DLD1,DB00331,DB07227,5.6616899711,0
METFORMIN,L778123,ES2,DB00331,DB07227,4.0801770709,0
METFORMIN,L778123,HCT116,DB00331,DB07227,-4.4831895047,0
METFORMIN,L778123,HT144,DB00331,DB07227,-0.5471476877,0
METFORMIN,L778123,HT29,DB00331,DB07227,7.2657384289,0
METFORMIN,L778123,KPL1,DB00331,DB07227,-11.3883034225,0
METFORMIN,L778123,LOVO,DB00331,DB07227,2.3514260377,0
METFORMIN,L778123,MDAMB436,DB00331,DB07227,5.1459627603,0
METFORMIN,L778123,NCIH1650,DB00331,DB07227,-4.9284313025,0
METFORMIN,L778123,NCIH2122,DB00331,DB07227,6.5307264796,0
METFORMIN,L778123,NCIH23,DB00331,DB07227,6.4958394252,0
METFORMIN,L778123,NCIH460,DB00331,DB07227,3.1888993626,0
METFORMIN,L778123,NCIH520,DB00331,DB07227,6.5326065736,0
METFORMIN,L778123,OV90,DB00331,DB07227,9.8976073183,0
METFORMIN,L778123,RKO,DB00331,DB07227,-6.404031388,0
METFORMIN,L778123,RPMI7951,DB00331,DB07227,2.6454658453,0
METFORMIN,L778123,SKMEL30,DB00331,DB07227,10.4545251161,0
METFORMIN,L778123,SKMES1,DB00331,DB07227,7.0076794085000005,0
METFORMIN,L778123,SKOV3,DB00331,DB07227,3.9448531203,0
METFORMIN,L778123,SW620,DB00331,DB07227,0.8228407303,0
METFORMIN,L778123,SW837,DB00331,DB07227,1.3807856157,0
METFORMIN,L778123,T47D,DB00331,DB07227,12.0577801177,0
METFORMIN,L778123,UACC62,DB00331,DB07227,12.0414833539,0
METFORMIN,L778123,VCAP,DB00331,DB07227,5.0908042664,0
METFORMIN,L778123,ZR751,DB00331,DB07227,-10.0959487663,0
METFORMIN,LAPATINIB,A2058,DB00331,DB01259,10.7432868809,3
METFORMIN,LAPATINIB,A2780,DB00331,DB01259,-2.174460877,3
METFORMIN,LAPATINIB,A375,DB00331,DB01259,-5.629217862000001,3
METFORMIN,LAPATINIB,CAOV3,DB00331,DB01259,7.241079889500001,3
METFORMIN,LAPATINIB,DLD1,DB00331,DB01259,1.851012792,3
METFORMIN,LAPATINIB,ES2,DB00331,DB01259,-8.4444002978,3
METFORMIN,LAPATINIB,HCT116,DB00331,DB01259,5.3064103374,3
METFORMIN,LAPATINIB,HT144,DB00331,DB01259,-2.1272972995,3
METFORMIN,LAPATINIB,HT29,DB00331,DB01259,0.4873301359,3
METFORMIN,LAPATINIB,KPL1,DB00331,DB01259,0.6238246218,3
METFORMIN,LAPATINIB,LOVO,DB00331,DB01259,11.4163436095,3
METFORMIN,LAPATINIB,MDAMB436,DB00331,DB01259,13.5379081036,3
METFORMIN,LAPATINIB,NCIH1650,DB00331,DB01259,-9.4454994423,3
METFORMIN,LAPATINIB,NCIH2122,DB00331,DB01259,2.3810917585,3
METFORMIN,LAPATINIB,NCIH23,DB00331,DB01259,-8.8344174656,3
METFORMIN,LAPATINIB,NCIH460,DB00331,DB01259,-7.0184293515,3
METFORMIN,LAPATINIB,NCIH520,DB00331,DB01259,-7.1107979062,3
METFORMIN,LAPATINIB,OV90,DB00331,DB01259,-13.8972271619,3
METFORMIN,LAPATINIB,RKO,DB00331,DB01259,-3.25865034,3
METFORMIN,LAPATINIB,RPMI7951,DB00331,DB01259,4.7479037425,3
METFORMIN,LAPATINIB,SKMEL30,DB00331,DB01259,-4.1661096851,3
METFORMIN,LAPATINIB,SKMES1,DB00331,DB01259,0.0779739647,3
METFORMIN,LAPATINIB,SKOV3,DB00331,DB01259,0.0884528627999999,3
METFORMIN,LAPATINIB,SW620,DB00331,DB01259,-6.512916584400001,3
METFORMIN,LAPATINIB,SW837,DB00331,DB01259,15.448904226300002,3
METFORMIN,LAPATINIB,T47D,DB00331,DB01259,19.0565261488,3
METFORMIN,LAPATINIB,UACC62,DB00331,DB01259,6.513343449,3
METFORMIN,LAPATINIB,VCAP,DB00331,DB01259,-4.993489262200001,3
METFORMIN,LAPATINIB,ZR751,DB00331,DB01259,20.685565084,3
METFORMIN,MK-2206,A2058,DB00331,DB16828,12.7566739645,4
METFORMIN,MK-2206,A2780,DB00331,DB16828,10.3143044915,4
METFORMIN,MK-2206,A375,DB00331,DB16828,3.0450785637,4
METFORMIN,MK-2206,CAOV3,DB00331,DB16828,-8.3595270449,4
METFORMIN,MK-2206,DLD1,DB00331,DB16828,3.5261017412,4
METFORMIN,MK-2206,ES2,DB00331,DB16828,2.6337898301,4
METFORMIN,MK-2206,HCT116,DB00331,DB16828,2.2197234195,4
METFORMIN,MK-2206,HT144,DB00331,DB16828,3.0408406162,4
METFORMIN,MK-2206,HT29,DB00331,DB16828,-0.4524041285,4
METFORMIN,MK-2206,KPL1,DB00331,DB16828,15.014481473599998,4
METFORMIN,MK-2206,LOVO,DB00331,DB16828,-4.8658914902,4
METFORMIN,MK-2206,MDAMB436,DB00331,DB16828,4.7716723039,4
METFORMIN,MK-2206,NCIH1650,DB00331,DB16828,-1.6297148893,4
METFORMIN,MK-2206,NCIH2122,DB00331,DB16828,-2.1726734136,4
METFORMIN,MK-2206,NCIH23,DB00331,DB16828,-1.2189477034,4
METFORMIN,MK-2206,NCIH460,DB00331,DB16828,-12.9086397773,4
METFORMIN,MK-2206,NCIH520,DB00331,DB16828,3.5956665818,4
METFORMIN,MK-2206,OV90,DB00331,DB16828,5.0345444497,4
METFORMIN,MK-2206,RKO,DB00331,DB16828,11.5367719568,4
METFORMIN,MK-2206,RPMI7951,DB00331,DB16828,1.8376478587,4
METFORMIN,MK-2206,SKMEL30,DB00331,DB16828,-6.2788990641,4
METFORMIN,MK-2206,SKMES1,DB00331,DB16828,-0.2323279536,4
METFORMIN,MK-2206,SKOV3,DB00331,DB16828,8.3862000902,4
METFORMIN,MK-2206,SW620,DB00331,DB16828,1.1664649423,4
METFORMIN,MK-2206,SW837,DB00331,DB16828,-7.802051956000001,4
METFORMIN,MK-2206,T47D,DB00331,DB16828,51.1841668245,4
METFORMIN,MK-2206,UACC62,DB00331,DB16828,-3.4816300514,4
METFORMIN,MK-2206,VCAP,DB00331,DB16828,4.3636820421,4
METFORMIN,MK-2206,ZR751,DB00331,DB16828,-7.1075170981,4
METFORMIN,MK-4827,A2058,DB00331,DB11793,10.7040637514,2
METFORMIN,MK-4827,A2780,DB00331,DB11793,9.1100768991,2
METFORMIN,MK-4827,A375,DB00331,DB11793,1.5838769127,2
METFORMIN,MK-4827,CAOV3,DB00331,DB11793,-6.662774810299999,2
METFORMIN,MK-4827,DLD1,DB00331,DB11793,0.7163407262999999,2
METFORMIN,MK-4827,ES2,DB00331,DB11793,-0.8777138231999999,2
METFORMIN,MK-4827,HCT116,DB00331,DB11793,5.685305592000001,2
METFORMIN,MK-4827,HT144,DB00331,DB11793,3.8369038195,2
METFORMIN,MK-4827,HT29,DB00331,DB11793,5.708631532999999,2
METFORMIN,MK-4827,KPL1,DB00331,DB11793,0.2385217386,2
METFORMIN,MK-4827,LOVO,DB00331,DB11793,-7.3187637614,2
METFORMIN,MK-4827,MDAMB436,DB00331,DB11793,3.0155627916000003,2
METFORMIN,MK-4827,NCIH1650,DB00331,DB11793,8.3540835886,2
METFORMIN,MK-4827,NCIH2122,DB00331,DB11793,7.930717273,2
METFORMIN,MK-4827,NCIH23,DB00331,DB11793,-1.6605294606,2
METFORMIN,MK-4827,NCIH460,DB00331,DB11793,3.1867417337,2
METFORMIN,MK-4827,NCIH520,DB00331,DB11793,-0.7374040867,2
METFORMIN,MK-4827,OV90,DB00331,DB11793,-0.9752921454,2
METFORMIN,MK-4827,RKO,DB00331,DB11793,9.7191146991,2
METFORMIN,MK-4827,RPMI7951,DB00331,DB11793,4.1255144774,2
METFORMIN,MK-4827,SKMEL30,DB00331,DB11793,3.8184141535,2
METFORMIN,MK-4827,SKMES1,DB00331,DB11793,6.6687747713,2
METFORMIN,MK-4827,SKOV3,DB00331,DB11793,8.2315182062,2
METFORMIN,MK-4827,SW620,DB00331,DB11793,6.4357314626,2
METFORMIN,MK-4827,SW837,DB00331,DB11793,-14.7778857944,2
METFORMIN,MK-4827,T47D,DB00331,DB11793,22.794693152,2
METFORMIN,MK-4827,UACC62,DB00331,DB11793,-11.7397747368,2
METFORMIN,MK-4827,VCAP,DB00331,DB11793,16.211096128599998,2
METFORMIN,MK-4827,ZR751,DB00331,DB11793,-7.351932586,2
METFORMIN,MK-5108,A2058,DB00331,DB12556,2.6047924437,2
METFORMIN,MK-5108,A2780,DB00331,DB12556,6.245750441499999,2
METFORMIN,MK-5108,A375,DB00331,DB12556,8.5523830162,2
METFORMIN,MK-5108,CAOV3,DB00331,DB12556,-10.5343693657,2
METFORMIN,MK-5108,DLD1,DB00331,DB12556,3.1661881673,2
METFORMIN,MK-5108,ES2,DB00331,DB12556,-0.2985544624,2
METFORMIN,MK-5108,HCT116,DB00331,DB12556,-0.5171990825,2
METFORMIN,MK-5108,HT144,DB00331,DB12556,-1.6756058291,2
METFORMIN,MK-5108,HT29,DB00331,DB12556,2.3782112032,2
METFORMIN,MK-5108,KPL1,DB00331,DB12556,-4.3453113941,2
METFORMIN,MK-5108,LOVO,DB00331,DB12556,-8.19848652,2
METFORMIN,MK-5108,MDAMB436,DB00331,DB12556,3.8713000417,2
METFORMIN,MK-5108,NCIH1650,DB00331,DB12556,2.7779947884,2
METFORMIN,MK-5108,NCIH2122,DB00331,DB12556,3.0756539757,2
METFORMIN,MK-5108,NCIH23,DB00331,DB12556,8.12611208,2
METFORMIN,MK-5108,NCIH460,DB00331,DB12556,-9.3541440895,2
METFORMIN,MK-5108,NCIH520,DB00331,DB12556,-1.0704940527,2
METFORMIN,MK-5108,OV90,DB00331,DB12556,2.5589374822,2
METFORMIN,MK-5108,RKO,DB00331,DB12556,9.3000466094,2
METFORMIN,MK-5108,RPMI7951,DB00331,DB12556,2.9889242467000003,2
METFORMIN,MK-5108,SKMEL30,DB00331,DB12556,6.9396547468,2
METFORMIN,MK-5108,SKMES1,DB00331,DB12556,1.6547028816,2
METFORMIN,MK-5108,SKOV3,DB00331,DB12556,9.269124429,2
METFORMIN,MK-5108,SW620,DB00331,DB12556,3.501544189,2
METFORMIN,MK-5108,SW837,DB00331,DB12556,1.7552116544,2
METFORMIN,MK-5108,T47D,DB00331,DB12556,31.2723138841,2
METFORMIN,MK-5108,UACC62,DB00331,DB12556,2.2468949897,2
METFORMIN,MK-5108,VCAP,DB00331,DB12556,10.5145838518,2
METFORMIN,MK-5108,ZR751,DB00331,DB12556,-11.5132787922,2
METFORMIN,MK-8669,A2058,DB00331,DB06233,26.631513470500003,0
METFORMIN,MK-8669,A2780,DB00331,DB06233,7.903683746,0
METFORMIN,MK-8669,A375,DB00331,DB06233,10.0387677468,0
METFORMIN,MK-8669,CAOV3,DB00331,DB06233,1.895787608,0
METFORMIN,MK-8669,DLD1,DB00331,DB06233,6.960543189299999,0
METFORMIN,MK-8669,ES2,DB00331,DB06233,9.3586360346,0
METFORMIN,MK-8669,HCT116,DB00331,DB06233,3.4164766747,0
METFORMIN,MK-8669,HT144,DB00331,DB06233,2.2294792622,0
METFORMIN,MK-8669,HT29,DB00331,DB06233,10.8198848864,0
METFORMIN,MK-8669,KPL1,DB00331,DB06233,23.4540159648,0
METFORMIN,MK-8669,LOVO,DB00331,DB06233,18.3802047698,0
METFORMIN,MK-8669,MDAMB436,DB00331,DB06233,3.5980251233,0
METFORMIN,MK-8669,NCIH1650,DB00331,DB06233,12.3058906835,0
METFORMIN,MK-8669,NCIH2122,DB00331,DB06233,3.2140045642,0
METFORMIN,MK-8669,NCIH23,DB00331,DB06233,8.2571697862,0
METFORMIN,MK-8669,NCIH460,DB00331,DB06233,2.4245571497,0
METFORMIN,MK-8669,NCIH520,DB00331,DB06233,3.5027242013,0
METFORMIN,MK-8669,OV90,DB00331,DB06233,14.0897025301,0
METFORMIN,MK-8669,RKO,DB00331,DB06233,17.2435938073,0
METFORMIN,MK-8669,RPMI7951,DB00331,DB06233,7.9629772603,0
METFORMIN,MK-8669,SKMEL30,DB00331,DB06233,21.2484017124,0
METFORMIN,MK-8669,SKMES1,DB00331,DB06233,18.0750952662,0
METFORMIN,MK-8669,SKOV3,DB00331,DB06233,18.8351324461,0
METFORMIN,MK-8669,SW620,DB00331,DB06233,8.1924509811,0
METFORMIN,MK-8669,SW837,DB00331,DB06233,-1.7905862862000002,0
METFORMIN,MK-8669,T47D,DB00331,DB06233,54.1267508743,0
METFORMIN,MK-8669,UACC62,DB00331,DB06233,0.4537822849,0
METFORMIN,MK-8669,VCAP,DB00331,DB06233,10.4586373935,0
METFORMIN,MK-8669,ZR751,DB00331,DB06233,17.0510904624,0
METFORMIN,MK-8776,A2058,DB00331,DB11899,0.133987742,0
METFORMIN,MK-8776,A2780,DB00331,DB11899,0.1876831692,0
METFORMIN,MK-8776,A375,DB00331,DB11899,-1.4168165738,0
METFORMIN,MK-8776,CAOV3,DB00331,DB11899,6.5798684531,0
METFORMIN,MK-8776,DLD1,DB00331,DB11899,0.2752285868,0
METFORMIN,MK-8776,ES2,DB00331,DB11899,-7.427459934600001,0
METFORMIN,MK-8776,HCT116,DB00331,DB11899,-0.0099230362,0
METFORMIN,MK-8776,HT144,DB00331,DB11899,11.6151275707,0
METFORMIN,MK-8776,HT29,DB00331,DB11899,-1.3743023749,0
METFORMIN,MK-8776,KPL1,DB00331,DB11899,-11.6307386057,0
METFORMIN,MK-8776,LOVO,DB00331,DB11899,6.6534475787,0
METFORMIN,MK-8776,MDAMB436,DB00331,DB11899,3.7991046285,0
METFORMIN,MK-8776,NCIH1650,DB00331,DB11899,4.3115438047,0
METFORMIN,MK-8776,NCIH2122,DB00331,DB11899,-9.7912450327,0
METFORMIN,MK-8776,NCIH23,DB00331,DB11899,7.5084843514,0
METFORMIN,MK-8776,NCIH460,DB00331,DB11899,-11.6438546812,0
METFORMIN,MK-8776,NCIH520,DB00331,DB11899,-6.4492940576,0
METFORMIN,MK-8776,OV90,DB00331,DB11899,3.1360177927,0
METFORMIN,MK-8776,RKO,DB00331,DB11899,4.1115382542,0
METFORMIN,MK-8776,RPMI7951,DB00331,DB11899,-2.3917366836,0
METFORMIN,MK-8776,SKMEL30,DB00331,DB11899,10.256415481,0
METFORMIN,MK-8776,SKMES1,DB00331,DB11899,-0.7410668772,0
METFORMIN,MK-8776,SKOV3,DB00331,DB11899,1.849016339,0
METFORMIN,MK-8776,SW620,DB00331,DB11899,1.4393745271,0
METFORMIN,MK-8776,SW837,DB00331,DB11899,-10.6427259458,0
METFORMIN,MK-8776,T47D,DB00331,DB11899,10.8474848444,0
METFORMIN,MK-8776,UACC62,DB00331,DB11899,-3.8042060677,0
METFORMIN,MK-8776,VCAP,DB00331,DB11899,7.4538211714,0
METFORMIN,MK-8776,ZR751,DB00331,DB11899,-37.6463331733,0
METFORMIN,PD325901,A2058,DB00331,DB07101,26.4094775982,1
METFORMIN,PD325901,A2780,DB00331,DB07101,-5.0929448112,1
METFORMIN,PD325901,A375,DB00331,DB07101,2.3624556371,1
METFORMIN,PD325901,CAOV3,DB00331,DB07101,4.995300819800001,1
METFORMIN,PD325901,DLD1,DB00331,DB07101,0.5274362124,1
METFORMIN,PD325901,ES2,DB00331,DB07101,-7.0962446452,1
METFORMIN,PD325901,HCT116,DB00331,DB07101,-8.546474145700001,1
METFORMIN,PD325901,HT144,DB00331,DB07101,-3.810899035,1
METFORMIN,PD325901,HT29,DB00331,DB07101,-9.4603979911,1
METFORMIN,PD325901,KPL1,DB00331,DB07101,-16.735727520799998,1
METFORMIN,PD325901,LOVO,DB00331,DB07101,-15.7385328349,1
METFORMIN,PD325901,MDAMB436,DB00331,DB07101,-8.098221453899999,1
METFORMIN,PD325901,NCIH1650,DB00331,DB07101,-6.640139542999999,1
METFORMIN,PD325901,NCIH2122,DB00331,DB07101,-1.9299884223,1
METFORMIN,PD325901,NCIH23,DB00331,DB07101,-12.9123521524,1
METFORMIN,PD325901,NCIH460,DB00331,DB07101,-5.7406152497,1
METFORMIN,PD325901,NCIH520,DB00331,DB07101,-0.7414717792000001,1
METFORMIN,PD325901,OV90,DB00331,DB07101,-9.6238078679,1
METFORMIN,PD325901,RKO,DB00331,DB07101,-11.4270221008,1
METFORMIN,PD325901,RPMI7951,DB00331,DB07101,-9.7803856319,1
METFORMIN,PD325901,SKMEL30,DB00331,DB07101,1.5936029557,1
METFORMIN,PD325901,SKMES1,DB00331,DB07101,-4.7163871941,1
METFORMIN,PD325901,SKOV3,DB00331,DB07101,-7.435316857799999,1
METFORMIN,PD325901,SW620,DB00331,DB07101,-7.7267373287,1
METFORMIN,PD325901,SW837,DB00331,DB07101,-16.3850548925,1
METFORMIN,PD325901,T47D,DB00331,DB07101,2.5696256713,1
METFORMIN,PD325901,UACC62,DB00331,DB07101,-8.7536206712,1
METFORMIN,PD325901,VCAP,DB00331,DB07101,-11.2705505254,1
METFORMIN,PD325901,ZR751,DB00331,DB07101,-17.7938501681,1
METFORMIN,SORAFENIB,A2058,DB00331,DB00398,16.7756024511,3
METFORMIN,SORAFENIB,A2780,DB00331,DB00398,5.4001438375,3
METFORMIN,SORAFENIB,A375,DB00331,DB00398,13.3680339996,3
METFORMIN,SORAFENIB,CAOV3,DB00331,DB00398,-2.978858743,3
METFORMIN,SORAFENIB,DLD1,DB00331,DB00398,11.3966822521,3
METFORMIN,SORAFENIB,ES2,DB00331,DB00398,4.6534394934,3
METFORMIN,SORAFENIB,HCT116,DB00331,DB00398,9.915258776,3
METFORMIN,SORAFENIB,HT144,DB00331,DB00398,8.4701084948,3
METFORMIN,SORAFENIB,HT29,DB00331,DB00398,1.8433872474,3
METFORMIN,SORAFENIB,KPL1,DB00331,DB00398,-1.7875362891,3
METFORMIN,SORAFENIB,LOVO,DB00331,DB00398,-3.2637493947000005,3
METFORMIN,SORAFENIB,MDAMB436,DB00331,DB00398,4.1117168743,3
METFORMIN,SORAFENIB,NCIH1650,DB00331,DB00398,4.55956473,3
METFORMIN,SORAFENIB,NCIH2122,DB00331,DB00398,7.1859755276,3
METFORMIN,SORAFENIB,NCIH23,DB00331,DB00398,7.3867288613,3
METFORMIN,SORAFENIB,NCIH460,DB00331,DB00398,10.0703424389,3
METFORMIN,SORAFENIB,NCIH520,DB00331,DB00398,10.9880474431,3
METFORMIN,SORAFENIB,OV90,DB00331,DB00398,8.2795223296,3
METFORMIN,SORAFENIB,RKO,DB00331,DB00398,15.3276001695,3
METFORMIN,SORAFENIB,RPMI7951,DB00331,DB00398,3.9814165987,3
METFORMIN,SORAFENIB,SKMEL30,DB00331,DB00398,8.2888013094,3
METFORMIN,SORAFENIB,SKMES1,DB00331,DB00398,15.8297481963,3
METFORMIN,SORAFENIB,SKOV3,DB00331,DB00398,14.5082703836,3
METFORMIN,SORAFENIB,SW620,DB00331,DB00398,10.2259869131,3
METFORMIN,SORAFENIB,SW837,DB00331,DB00398,3.5655096572,3
METFORMIN,SORAFENIB,T47D,DB00331,DB00398,9.9888711389,3
METFORMIN,SORAFENIB,UACC62,DB00331,DB00398,8.6338920859,3
METFORMIN,SORAFENIB,VCAP,DB00331,DB00398,7.4470224597,3
METFORMIN,SORAFENIB,ZR751,DB00331,DB00398,-18.5040342079,3
METFORMIN,SUNITINIB,A2058,DB00331,DB01268,7.3881584045,1
METFORMIN,SUNITINIB,A2780,DB00331,DB01268,8.8809455126,1
METFORMIN,SUNITINIB,A375,DB00331,DB01268,7.9781722722,1
METFORMIN,SUNITINIB,CAOV3,DB00331,DB01268,1.6760091341,1
METFORMIN,SUNITINIB,DLD1,DB00331,DB01268,5.519990981,1
METFORMIN,SUNITINIB,ES2,DB00331,DB01268,2.7666219703,1
METFORMIN,SUNITINIB,HCT116,DB00331,DB01268,9.364537711,1
METFORMIN,SUNITINIB,HT144,DB00331,DB01268,-0.3234606264999999,1
METFORMIN,SUNITINIB,HT29,DB00331,DB01268,5.933377892999999,1
METFORMIN,SUNITINIB,KPL1,DB00331,DB01268,8.879606004500001,1
METFORMIN,SUNITINIB,LOVO,DB00331,DB01268,1.199822329,1
METFORMIN,SUNITINIB,MDAMB436,DB00331,DB01268,4.4176380222,1
METFORMIN,SUNITINIB,NCIH1650,DB00331,DB01268,5.7220807437,1
METFORMIN,SUNITINIB,NCIH2122,DB00331,DB01268,3.9722643824,1
METFORMIN,SUNITINIB,NCIH23,DB00331,DB01268,2.791097149,1
METFORMIN,SUNITINIB,NCIH460,DB00331,DB01268,-0.0781632441,1
METFORMIN,SUNITINIB,NCIH520,DB00331,DB01268,11.1897125105,1
METFORMIN,SUNITINIB,OV90,DB00331,DB01268,6.5052147187000005,1
METFORMIN,SUNITINIB,RKO,DB00331,DB01268,8.6504900332,1
METFORMIN,SUNITINIB,RPMI7951,DB00331,DB01268,-3.5983956555,1
METFORMIN,SUNITINIB,SKMEL30,DB00331,DB01268,3.5887760785,1
METFORMIN,SUNITINIB,SKMES1,DB00331,DB01268,6.0738629426,1
METFORMIN,SUNITINIB,SKOV3,DB00331,DB01268,6.810232216799999,1
METFORMIN,SUNITINIB,SW620,DB00331,DB01268,2.9344221916000004,1
METFORMIN,SUNITINIB,SW837,DB00331,DB01268,-7.606401486,1
